NC Code,Distiller,Brand Name,Age,Proof,Size,Retail Price,MB Price
"24-088","Jim Beam Brands","Jim Beam Red Stag","","80",".75L","17.9500","21.7000",
"24-089","Jim Beam Brands","Jim Beam Red Stag","004Y","80",".375L","9.9500","11.8300",
"24-090","Jim Beam Brands","Jim Beam 7Y","007Y","80","1.75L","36.9500","45.7000",
"24-091","Jim Beam Brands","Jim Beam 7Y","007Y","80",".75L","18.9500","22.7000",
"24-093","Jim Beam Brands","Jim Beam 7Y","007Y","80",".375L","9.9500","11.8300",
"24-096","Jim Beam Brands","Jim Beam 4Y TRV","004Y","80",".75L","14.9500","18.7000",
"24-098","Jim Beam Brands","Jim Beam 4Y","004Y","80","1.75L","27.9500","36.7000",
"24-100","Jim Beam Brands","Jim Beam 4Y","004Y","80",".75L","14.9500","18.7000",
"24-104","Jim Beam Brands","Jim Beam 4Y","004Y","80",".375L","8.4500","10.3300",
"24-125","Heaven Hill","Jim Porter","","80","1.75L","15.9500","24.7000",
"24-201","Sazerac NA","Kentucky Gentleman","004Y","80","1.75L","16.7500","25.5000",
"24-202","Sazerac NA","Kentucky Gentleman","004Y","80",".75L","7.7500","11.5000",
"24-205","Sazerac NA","Kentucky Gentleman","004Y","80",".375L","3.9500","5.8300",
"24-240","Heaven Hill","Kentucky Supreme","","80","1.75L","18.2500","27.0000",
"24-241","Heaven Hill","Kentucky Supreme","","80",".75L","7.6000","11.3500",
"24-274","Jim Beam Brands","Maker's Mark","","90","1.75L","57.9500","66.7000",
"24-275","Jim Beam Brands","Maker's Mark","","90",".75L","28.9500","32.7000",
"24-278","Jim Beam Brands","Maker's Mark","","90",".375L","15.9500","17.8300",
"24-280","Jim Beam Brands","Maker's 46","","94",".75L","38.9500","42.7000",
"24-318","Heaven Hill","Mattingly & Moore","","80","1.75L","16.2500","25.0000",
"24-503","Sazerac","Old Charter","","80","1.75L","22.5000","31.2500",
"24-504","Sazerac","Old Charter","","80",".75L","9.9500","13.7000",
"24-542","Jim Beam Brands","Old Crow Reserve","004Y","86","1.75L","19.9500","28.7000",
"24-543","Jim Beam Brands","Old Crow Reserve","004Y","86",".75L","9.9500","13.7000",
"24-545","Jim Beam Brands","Old Crow","003Y","80","1.75L","16.9500","25.7000",
"24-547","Jim Beam Brands","Old Crow","003Y","80",".75L","7.9500","11.7000",
"24-557","Jim Beam Brands","Old Crow TRV","003Y","80",".75L","7.9500","11.7000",
"24-672","Brown - Forman","Old Forester","004Y","86","1.75L","29.9500","38.7000",
"24-674","Brown - Forman","Old Forester","004Y","86",".75L","15.9500","19.7000",
"24-699","Jim Beam Brands","Old Grand Dad","004Y","86","1.75L","33.9500","42.7000",
"24-701","Jim Beam Brands","Old Grand Dad","004Y","86",".75L","16.9500","20.7000",
"24-741","Prichards' Distillery","Prichard's Double Barrel Bourbon","009Y","90",".75L","59.9500","63.7000",
"24-824","Sazerac NA","Kentucky Tavern","","80","1.75L","16.2500","25.0000",
"25-064","Sazerac","Old Taylor","006Y","80","1.75L","15.5000","24.2500",
"25-220","Luxco","Rebel Yell","","80","1.75L","22.9500","31.7000",
"25-222","Luxco","Rebel Yell","","80",".75L","9.9500","13.7000",
"25-271","Sazerac","Benchmark","004Y","80","1.75L","19.9500","28.7000",
"25-272","Sazerac","Benchmark","004Y","80",".75L","8.9500","12.7000",
"25-341","Sazerac NA","Ten High","","80","1.75L","16.9500","25.7000",
"25-342","Sazerac NA","Ten High","","80",".75L","7.9500","11.7000",
"25-461","Heaven Hill","Virgin Bourbon","007Y","101","1.75L","21.9500","30.7000",
"25-462","Heaven Hill","Virgin Bourbon","007Y","101",".75L","11.9500","15.7000",
"25-476","Sazerac","Virginia Gentleman","004Y","80","1.75L","21.9500","30.7000",
"25-568","Sazerac","Old Weller 107","007Y","107",".75L","22.5000","26.2500",
"25-580","Campari America","Wild Turkey Rare Breed","","108.2",".75L","37.9500","41.7000",
"25-581","Campari America","Wild Turkey Rare Breed","","108.2",".375L","18.9500","20.8300",
"25-582","Campari America","Wild Turkey 101","","101","1.75L","43.9500","52.7000",
"25-583","Campari America","Wild Turkey 101","","101",".75L","23.9500","27.7000",
"25-584","Campari America","Wild Turkey 101 (PET)","","101",".75L","23.9500","27.7000",
"25-587","Campari America","Wild Turkey 101","","101",".375L","11.9500","13.8300",
"25-597","Campari America","Wild Turkey","","81","1.75L","39.9500","48.7000",
"25-598","Campari America","Wild Turkey","","81",".75L","19.9500","23.7000",
"25-601","Campari America","Wild Turkey 81","","81",".375L","10.9500","12.8300",
"27-001","Jim Beam Brands","Booker's","007Y","126.3",".75L","54.9500","58.7000",
"27-006","Jim Beam Brands","Baker's","007Y","107",".75L","44.9500","48.7000",
"27-012","Jim Beam Brands","Basil Hayden's","","80",".75L","41.9500","45.7000",
"27-015","Jim Beam Brands","Knob Creek","","100","1.75L","69.9500","78.7000",
"27-017","Jim Beam Brands","Knob Creek","","100",".75L","33.9500","37.7000",
"27-018","Jim Beam Brands","Knob Creek","","100",".375L","17.9500","19.8300",
"27-020","Jim Beam Brands","Knob Creek Single Barrel Reserve","","120",".75L","43.9500","47.7000",
"27-026","Diageo NA","Bulleit","","90",".75L","27.9500","31.7000",
"27-031","Sazerac NA","Ridgemont Reserve 1792","","93.7",".75L","28.9500","32.7000",
"27-036","Sazerac","Firefly Sweet Tea Bourbon","","60",".75L","16.9500","20.7000",
"27-041","Western Spirits Bev","Bird Dog Blackberry Flavored Whiskey","003Y","80",".75L","19.9500","23.7000",
"27-066","Four Roses Distillery","Four Roses Small Batch","","90",".75L","29.9500","33.7000",
"27-084","Heaven Hill","Evan Williams Single Barrel Vintage","007Y","86.6",".75L","28.9500","32.7000",
"27-090","Sazerac","Blanton's Single Barrel","","93",".75L","49.9500","53.7000",
"27-109","Heaven Hill","Elijah Craig Single Barrel","018Y","90",".75L","39.9500","43.7000",
"27-113","Sazerac","Experimental Collection (12)","009Y","90",".375L","56.8500","58.7300",
"27-115","Heaven Hill","Henry McKenna Single Barrel","010Y","100",".75L","25.9500","29.7000",
"27-126","Brown - Forman","Woodford Reserve","","90.4","1.75L","69.9500","78.7000",
"27-127","Brown - Forman","Woodford Reserve","","90.4",".75L","33.9500","37.7000",
"27-128","Brown - Forman","Woodford Reserve","","90.4",".375L","17.9500","19.8300",
"27-130","Brown - Forman","Woodford Reserve Double Oaked","","90.4",".75L","49.9500","53.7000",
"27-131","Castle Brands","Jefferson's Small Batch Bourbon","","82.3",".75L","29.9500","33.7000",
"27-162","Campari America","Wild Turkey Russell's Reserve","010Y","90",".75L","33.9500","37.7000",
"27-169","Sazerac","Eagle Rare - Single Barrel","010Y","90",".75L","29.9500","33.7000",
"27-175","Heaven Hill","Bernheim Original Wheat","","90",".75L","24.9500","28.7000",
"27-190","Laird & Company","Laird's Blended Applejack","004Y","80",".75L","19.9500","23.7000",
"29-400","Heaven Hill","Aristocrat Supreme 80 Blend","004Y","80","1.75L","13.5000","22.2500",
"29-402","Heaven Hill","Aristocrat Supreme 80 Blend","004Y","80",".75L","6.7500","10.5000",
"29-404","Heaven Hill","Aristocrat Supreme 80 Blend","004Y","80",".375L","3.8000","5.6800",
"29-410","Sazerac","Ancient Age Preferred","","80","1.75L","13.6000","22.3500",
"29-480","Jim Beam Brands","Beam's 8 Star","","80","1.75L","13.9500","22.7000",
"29-644","Jim Beam Brands","Calvert Extra","","70","1.75L","18.9500","27.7000",
"29-663","Sazerac","Carstairs White Seal","","80","1.75L","13.5000","22.2500",
"29-792","Sazerac NA","Fleischmann's Preferred","004Y","80","1.75L","13.4000","22.1500",
"29-869","Montebello Brands","Gold Crown","004Y","80","1.75L","14.6000","23.3500",
"29-870","Montebello Brands","Gold Crown","004Y","80",".75L","6.8500","10.6000",
"29-872","Montebello Brands","Gold Crown","004Y","80",".375L","3.8000","5.6800",
"30-094","Jim Beam Brands","Kessler","","80","1.75L","17.9500","26.7000",
"30-096","Jim Beam Brands","Kessler","","80",".75L","8.9500","12.7000",
"30-275","Heaven Hill","Old Mill Stream","004Y","80","1.75L","13.5000","22.2500",
"30-276","Heaven Hill","Old Mill Stream","004Y","80",".75L","6.7500","10.5000",
"30-278","Heaven Hill","Old Mill Stream","004Y","80",".375L","3.8000","5.6800",
"30-395","Heaven Hill","Paul Jones","","80","1.75L","13.4000","22.1500",
"30-495","Diageo NA","Seagram's 7 Crown Lt Wt Flsk","","80",".75L","11.9500","15.7000",
"30-496","Diageo NA","Seagram's 7 Crown","","80","1.75L","21.9500","30.7000",
"30-498","Diageo NA","Seagram's 7 Crown","","80",".75L","11.9500","15.7000",
"30-502","Diageo NA","Seagram's 7 Crown","","80",".375L","5.9500","7.8300",
"30-569","Majestic Distilling","Travelers Club Blend 80","","80","1.75L","13.6500","22.4000",
"30-570","Majestic Distilling","Travelers Club Blend 80","","80",".75L","6.9500","10.7000",
"30-572","Majestic Distilling","Travelers Club Blend 80","","80",".375L","3.9500","5.8300",
"31-008","Heaven Hill","Sir Walter","004Y","70","1.75L","13.4000","22.1500",
"32-412","Diageo NA","George Dickel "Cascade Hollow"","003Y","80","1.75L","22.9500","31.7000",
"32-413","Diageo NA","George Dickel "Cascade Hollow"","003Y","80",".75L","11.9500","15.7000",
"32-418","Diageo NA","George Dickel Old No.12","","90","1.75L","37.9500","46.7000",
"32-419","Diageo NA","George Dickel Old No.12","","90",".75L","21.9500","25.7000",
"32-422","Diageo NA","George Dickel Old No.12","","90",".375L","11.2500","13.1300",
"32-452","Diageo NA","George Dickel Old No. 8","","80","1.75L","32.9500","41.7000",
"32-453","Diageo NA","George Dickel Old No. 8","","80",".75L","15.9500","19.7000",
"32-457","Diageo NA","George Dickel Old No. 8","","80",".375L","8.9500","10.8300",
"32-471","Brown - Forman","Gentleman Jack","","80","1.75L","59.9500","68.7000",
"32-473","Brown - Forman","Gentleman Jack","","80",".75L","29.9500","33.7000",
"32-474","Brown - Forman","Gentleman Jack","","80",".375L","15.9500","17.8300",
"32-477","Brown - Forman","Jack Daniel's Black Label","","80","1.75L","43.9500","52.7000",
"32-479","Brown - Forman","Jack Daniel's Black Label","","80",".75L","24.9500","28.7000",
"32-483","Brown - Forman","Jack Daniel's Black Label","004Y","80",".375L","12.9500","14.8300",
"32-508","Brown - Forman","Jack Daniel's Green Label","","80","1.75L","39.9500","48.7000",
"32-510","Brown - Forman","Jack Daniel's Green Label","","80",".75L","19.9500","23.7000",
"32-513","Brown - Forman","Jack Daniel's Green Label","","80",".375L","9.9500","11.8300",
"32-522","Brown - Forman","Jack Daniel's Single Barrel","","94",".75L","49.9500","53.7000",
"32-600","Brown - Forman","Jack Daniel's TN Honey","","70","1.75L","43.9500","52.7000",
"32-601","Brown - Forman","Jack Daniel's TN Honey","","70",".75L","24.9500","28.7000",
"32-602","Brown - Forman","Jack Daniel's TN Honey","","70",".375L","12.9500","14.8300",
"33-250","Heaven Hill","Mellow Corn","004Y","100",".75L","9.9500","13.7000",
"33-339","Heaven Hill","Georgia Moon","","100",".75L","11.0000","14.7500",
"33-341","Heaven Hill","Georgia Moon","","100",".375L","6.0000","7.8800",
"33-764","Pernod Ricard","Ballantines","","80","1.75L","32.9500","41.7000",
"33-766","Pernod Ricard","Ballantines","","80",".75L","14.9500","18.7000",
"33-789","Frederick Wildman&Sons","Pig's Nose","005Y","80",".75L","29.9500","33.7000",
"33-819","Diageo NA","Black & White","004Y","80","1.75L","29.9500","38.7000",
"33-844","Diageo NA","Haig & Haig Dimple 'Pinch'","015Y","80",".75L","42.9500","46.7000",
"33-849","Diageo NA","Buchanan's Deluxe","012Y","80",".75L","34.9500","38.7000",
"33-855","Diageo NA","Buchanan's 18Y","018Y","80",".75L","79.9500","83.7000",
"33-857","Berniko","McIvor","","80","1.75L","27.9500","36.7000",
"33-858","Berniko","McIvor","","80",".75L","13.9500","17.7000",
"33-884","Pernod Ricard","Chivas Regal 18Y","018Y","80",".75L","72.9500","76.7000",
"33-888","Pernod Ricard","Chivas Regal 12Y","012Y","80","1.75L","69.9500","78.7000",
"33-890","Pernod Ricard","Chivas Regal 12Y","012Y","80",".75L","29.9500","33.7000",
"33-891","Pernod Ricard","Chivas Regal 12Y","012Y","80",".375L","17.9500","19.8300",
"33-918","Remy Cointreau","Cutty Sark","","80","1.75L","37.9500","46.7000",
"33-920","Remy Cointreau","Cutty Sark","","80",".75L","19.9500","23.7000",
"33-948","Bacardi","Dewar's Special Reserve","012Y","86","1.75L","61.9500","70.7000",
"33-949","Bacardi","Dewar's Special Reserve","012Y","80",".75L","30.9500","34.7000",
"33-957","Bacardi","Dewar's White Label","","80","1.75L","44.9500","53.7000",
"33-959","Bacardi","Dewar's White Label","","80",".75L","22.9500","26.7000",
"33-961","Bacardi","Dewar's White Label","","80",".375L","12.9500","14.8300",
"33-965","Remy Cointreau","The Famous Grouse","","80","1.75L","44.9500","53.7000",
"33-967","Remy Cointreau","The Famous Grouse","","80",".75L","21.9500","25.7000",
"33-972","Remy Cointreau","The Black Grouse","","80","1.75L","51.9500","60.7000",
"34-031","William Grant","Grant's","","80","1.75L","34.9500","43.7000",
"34-032","William Grant","Grant's","","80",".75L","18.9500","22.7000",
"34-097","Diageo NA","J & B Rare","","80","1.75L","41.9500","50.7000",
"34-099","Diageo NA","J & B Rare","","80",".75L","20.9500","24.7000",
"34-100","Diageo NA","J & B Rare","","80",".375L","11.9500","13.8300",
"34-121","Diageo NA","Johnnie Walker Black Label","012Y","80","1.75L","74.9500","83.7000",
"34-123","Diageo NA","Johnnie Walker Black Label","012Y","80",".75L","37.9500","41.7000",
"34-125","Diageo NA","Johnnie Walker Black Label","012Y","80",".375L","19.2500","21.1300",
"34-127","Diageo NA","Johnnie Walker Green Label (Pure Malt)","","86",".75L","54.9500","58.7000",
"34-131","Diageo NA","Johnnie Walker Blue Label","","80",".75L","219.9500","223.7000",
"34-134","Diageo NA","Johnnie Walker Gold Label","","80",".75L","79.9500","83.7000",
"34-138","Diageo NA","Johnnie Walker Red Label","","80","1.75L","47.9500","56.7000",
"34-140","Diageo NA","Johnnie Walker Red Label","","80",".75L","23.9500","27.7000",
"34-143","Diageo NA","Johnnie Walker Red Label","","80",".375L","12.9500","14.8300",
"34-146","Whyte and Mackay","John Barr Finest","","80","1.75L","24.9500","33.7000",
"34-147","Whyte and Mackay","John Barr Finest","","80",".75L","14.9500","18.7000",
"34-276","Jim Beam Brands","Teacher's Highland Cream","","86","1.75L","27.9500","36.7000",
"34-278","Jim Beam Brands","Teacher's Highland Cream","","86",".75L","15.9500","19.7000",
"34-326","Diageo NA","White Horse","","80","1.75L","29.9500","38.7000",
"34-328","Diageo NA","White Horse","","80",".75L","16.9500","20.7000",
"34-351","Diageo NA","Oban Classic Malt 14Y S.M.","014Y","86",".75L","69.9500","73.7000",
"34-353","Diageo NA","Talisker Malt 10Y S.M.","010Y","91.6",".75L","54.9500","58.7000",
"34-357","Diageo NA","Dalwhinnie Classic 15Y S.M.","015Y","86",".75L","49.9500","53.7000",
"34-363","Diageo NA","Lagavulin Classic Malt 16Y S.M.","016Y","86",".75L","89.9500","93.7000",
"34-370","Pernod Ricard","Aberlour 16Y S.M.","016Y","86",".75L","54.9500","58.7000",
"34-373","Pernod Ricard","Aberlour 12Y S.M.","012Y","86",".75L","39.9500","43.7000",
"34-374","Pernod Ricard","The Glenlivet 12Y S.M.","012Y","80","1.75L","83.9500","92.7000",
"34-375","Pernod Ricard","The Glenlivet 12Y S.M.","012Y","80",".75L","39.9500","43.7000",
"34-376","Pernod Ricard","The Glenlivet 12Y S.M.","012Y","80",".375L","19.9500","21.8300",
"34-378","Pernod Ricard","The Glenlivet 18Y S.M.","018Y","86",".75L","83.9500","87.7000",
"34-379","Pernod Ricard","The Glenlivet Nadurra 16Y S.M.","016Y","118.4",".75L","65.9500","69.7000",
"34-380","Pernod Ricard","The Glenlivet French Oak Edition 15Y S.M.","015Y","80",".75L","56.9500","60.7000",
"34-387","Whyte and Mackay","The Dalmore 12Y S.M.","012Y","80",".75L","49.9500","53.7000",
"34-397","William Grant","Glenfiddich 12Y S.M.","012Y","80","1.75L","84.9500","93.7000",
"34-399","William Grant","Glenfiddich 12Y S.M.","012Y","80",".75L","39.9500","43.7000",
"34-400","William Grant","Glenfiddich 12Y S.M.","012Y","80",".375L","19.9500","21.8300",
"34-401","William Grant","Glenfiddich 21Y S.M.","021Y","80",".75L","159.9500","163.7000",
"34-402","Moet Hennessy","Glenmorangie Extremely Rare 18Y S.M.","018Y","86",".75L","99.9500","103.7000",
"34-403","Moet Hennessy","Glenmorangie Nectar D 'Or S.M.","012Y","92",".75L","69.9500","73.7000",
"34-405","Moet Hennessy","Glenmorangie Original 10Y S.M.","010Y","86",".75L","39.9500","43.7000",
"34-406","Moet Hennessy","Glenmorangie Lasanta 12Y S.M.","012Y","92",".75L","49.9500","53.7000",
"34-410","Moet Hennessy","Glenmorangie Quinta Ruban 12Y S.M.","012Y","92",".75L","49.9500","53.7000",
"34-411","Remy Cointreau","The Macallan 12Y","012Y","86",".75L","59.9500","63.7000",
"34-414","Jim Beam Brands","Laphroaig 10Y","010Y","86",".75L","54.9500","58.7000",
"34-420","Moet Hennessy","Ardbeg 10Y S.M.","010Y","92",".75L","49.9500","53.7000",
"34-424","Remy Cointreau","The Macallan 12Y","012Y","86","1.75L","104.9500","113.7000",
"34-436","Remy Cointreau","The Macallan 18Y","018Y","86",".75L","159.9500","163.7000",
"34-439","Remy Cointreau","The Macallan Cask Strength","","117",".75L","69.9500","73.7000",
"34-442","Remy Cointreau","The Macallan Anniversary 25Y","025Y","86",".75L","699.9500","703.7000",
"34-448","Whyte and Mackay","Isle Of Jura 10Y S.M.","010Y","86",".75L","39.9500","43.7000",
"34-453","Pernod Ricard","The Glenlivet Archive 21Y S.M.","021Y","86",".75L","144.9500","148.7000",
"34-477","Remy Cointreau","The Macallan Fine Oak 15Y","015Y","86",".75L","89.9500","93.7000",
"34-560","MHW/ IBHL USA","Speyburn 10Y S.M.","010Y","86",".75L","28.3000","32.0500",
"34-561","MHW/ IBHL USA","Speyburn Bradan Orach 12Y S.M.","012Y","80",".75L","20.0500","23.8000",
"34-564","White Rock","McClelland's Islay S.M.","","80",".75L","24.9500","28.7000",
"34-568","White Rock","McClelland's Highland S.M.","","80",".75L","24.9500","28.7000",
"34-572","White Rock","McClelland's Lowland S.M.","","80",".75L","24.9500","28.7000",
"34-575","William Grant","Balvenie Portwood 21Y S.M.","021Y","86",".75L","184.9500","188.7000",
"34-576","William Grant","Balvenie Single Barrel 15Y S.M.","015Y","95.6",".75L","76.9500","80.7000",
"34-579","William Grant","Balvenie Caribbean Cask 14Y","014Y","86",".75L","61.9500","65.7000",
"34-580","William Grant","Balvenie Doublewood 12Y S.M.","012Y","86",".75L","56.9500","60.7000",
"34-588","Campari America","Auchentoshan Classic S.M.","","80",".75L","31.9500","35.7000",
"34-600","Whyte and Mackay","Glen Salen Pure S.M.","","80","1.75L","34.9500","43.7000",
"34-601","Whyte and Mackay","Glen Salen Pure S.M.","","80",".75L","19.9500","23.7000",
"34-621","Remy Cointreau","Highland Park 12Y S.M.","012Y","86",".75L","48.9500","52.7000",
"34-644","William Grant","Glenfiddich 15Y S.M.","015Y","80",".75L","58.9500","62.7000",
"34-646","William Grant","Glenfiddich 18Y S.M.","018Y","86",".75L","85.9500","89.7000",
"34-655","Jim Beam Brands","Laphroaig Quarter Cask","","96",".75L","59.9500","63.7000",
"34-670","Sans Wine & Spirits","Lismore","006Y","80",".75L","23.9500","27.7000",
"34-696","Anchor Distilling","Glenrothes Select Reserve S.M.","","80",".75L","47.9500","51.7000",
"35-298","William Grant","Clan MacGregor","","80","1.75L","19.9500","28.7000",
"35-299","William Grant","Clan MacGregor","","80",".75L","9.9500","13.7000",
"35-340","Diageo NA","Crawford's","003Y","80","1.75L","23.9500","32.7000",
"35-347","Whyte and Mackay","Cluny","","80","1.75L","21.9500","30.7000",
"35-405","Duggan's","Duggan's Dew","003Y","86.8","1.75L","27.9500","36.7000",
"35-407","Duggan's","Duggan's Dew","003Y","86.8",".75L","13.9500","17.7000",
"35-487","M. S. Walker","Grand MacNish","003Y","80","1.75L","20.9500","29.7000",
"35-553","Sazerac NA","Highland Mist","003Y","80","1.75L","18.9500","27.7000",
"35-594","Sazerac NA","House Of Stuart","003Y","80","1.75L","16.9500","25.7000",
"35-641","Sazerac NA","Inver House Conv Pk","003Y","80",".75L","8.7500","12.5000",
"35-642","Sazerac NA","Inver House","003Y","80","1.75L","17.9500","26.7000",
"35-643","Sazerac NA","Inver House","003Y","80",".75L","8.7500","12.5000",
"35-724","Heaven Hill","J. W. Dant","","80","1.75L","16.9500","25.7000",
"35-984","Heaven Hill","100 Pipers","","80","1.75L","17.9500","26.7000",
"36-005","Shaw - Ross Inter. Imp.","Old Smuggler","","80","1.75L","19.9500","28.7000",
"36-025","Pernod Ricard","Passport","","80","1.75L","19.9500","28.7000",
"36-139","Diageo NA","Scoresby Rare","003Y","80","1.75L","22.9500","31.7000",
"36-140","Diageo NA","Scoresby Rare","003Y","80",".75L","11.9500","15.7000",
"36-235","Diageo NA","Usher's Green Stripe","","80","1.75L","27.9500","36.7000",
"36-247","Diageo NA","Vat 69 Gold","003Y","80","1.75L","17.4500","26.2000",
"37-798","Monsieur Henri","Forty Creek","","80","1.75L","36.9500","45.7000",
"37-799","Monsieur Henri","Forty Creek - Barrel Select","","80",".75L","19.9500","23.7000",
"37-803","McCormick","Wiser's Deluxe","","80","1.75L","30.9500","39.7000",
"37-804","McCormick","Wiser's Deluxe","","80",".75L","14.9500","18.7000",
"37-811","Jim Beam Brands","Canadian Club Reserve","010Y","80","1.75L","29.9500","38.7000",
"37-812","Jim Beam Brands","Canadian Club Reserve","010Y","80",".75L","16.9500","20.7000",
"37-823","Jim Beam Brands","Canadian Club 80","006Y","80","1.75L","21.9500","30.7000",
"37-824","Jim Beam Brands","Canadian Club 80 (PET)","006Y","80",".75L","10.9500","14.7000",
"37-825","Jim Beam Brands","Canadian Club 80","006Y","80",".75L","10.9500","14.7000",
"37-830","Jim Beam Brands","Canadian Club 80","005Y","80",".375L","4.9500","6.8300",
"37-859","Constellation Wines","Canadian MacNaughton","004Y","80","1.75L","16.9500","25.7000",
"37-860","Constellation Wines","Canadian MacNaughton","004Y","80",".75L","8.9500","12.7000",
"37-896","Diageo NA","Crown Royal Black","","90","1.75L","52.9500","61.7000",
"37-897","Diageo NA","Crown Royal Black","","90",".75L","27.9500","31.7000",
"37-898","Diageo NA","Crown Royal Black","","90",".375L","14.9500","16.8300",
"37-899","Diageo NA","Crown Royal Cask No. 16","","80",".75L","79.9500","83.7000",
"37-900","Diageo NA","Crown Royal Cask No. 16","","80",".375L","39.9500","41.8300",
"37-901","Diageo NA","Crown Royal Reserve","","80","1.75L","79.9500","88.7000",
"37-902","Diageo NA","Crown Royal Reserve","","80",".75L","39.9500","43.7000",
"37-904","Diageo NA","Crown Royal Reserve","","80",".375L","20.9500","22.8300",
"37-907","Diageo NA","Crown Royal","","80","1.75L","50.9500","59.7000",
"37-909","Diageo NA","Crown Royal w/ Bag","","80",".75L","25.9500","29.7000",
"37-910","Diageo NA","Crown Royal w/o Bag","","80",".75L","25.9500","29.7000",
"37-912","Diageo NA","Crown Royal (PET)","","80",".375L","13.9500","15.8300",
"37-913","Diageo NA","Crown Royal","","80",".375L","13.9500","15.8300",
"37-915","Diageo NA","Crown Royal XR","","80",".75L","129.9500","133.7000",
"37-920","Jim Beam Brands","Classic 12","012Y","80","1.75L","39.9500","48.7000",
"37-921","Jim Beam Brands","Classic 12","012Y","80",".75L","19.9500","23.7000",
"37-925","Diageo NA","Seagram's VO Gold","","80","1.75L","38.9500","47.7000",
"37-926","Diageo NA","Seagram's VO Gold","","80",".75L","17.9500","21.7000",
"37-928","Diageo NA","Seagram's VO","006Y","80","1.75L","27.9500","36.7000",
"37-929","Diageo NA","Seagram's VO Lt Wt Flsk","006Y","80",".75L","13.9500","17.7000",
"37-930","Diageo NA","Seagram's VO","006Y","80",".75L","13.9500","17.7000",
"37-934","Diageo NA","Seagram's VO","006Y","80",".375L","7.9500","9.8300",
"37-942","Luctor Intl.","Tap 357 Canadian Maple Rye","003Y","81",".75L","29.9500","33.7000",
"38-185","Sazerac","Canadian Hunter (PET)","","80",".75L","7.9500","11.7000",
"38-186","Sazerac","Canadian Hunter","","80","1.75L","18.9500","27.7000",
"38-187","Sazerac","Canadian Hunter","","80",".75L","7.9500","11.7000",
"38-188","Sazerac","Canadian Hunter","","80",".375L","4.6500","6.5300",
"38-190","Heaven Hill","Aristocrat Supreme Canadian","003Y","80","1.75L","14.5000","23.2500",
"38-191","Heaven Hill","Aristocrat Supreme Canadian","003Y","80",".75L","7.2500","11.0000",
"38-265","Sazerac NA","Barton's Canadian","003Y","80","1.75L","14.5000","23.2500",
"38-266","Sazerac NA","Barton's Canadian","003Y","80",".75L","7.2500","11.0000",
"38-290","Constellation Wines","Black Velvet Reserve","008Y","80","1.75L","23.9500","32.7000",
"38-291","Constellation Wines","Black Velvet Reserve","","80",".75L","12.9500","16.7000",
"38-294","Constellation Wines","Black Velvet Portable","","80",".75L","8.9500","12.7000",
"38-298","Constellation Wines","Black Velvet","","80","1.75L","18.9500","27.7000",
"38-300","Constellation Wines","Black Velvet","","80",".75L","8.9500","12.7000",
"38-304","Constellation Wines","Black Velvet","","80",".375L","4.9500","6.8300",
"38-349","Luxco","Canadian Deluxe","003Y","80","1.75L","15.9500","24.7000",
"38-453","Brown - Forman","Canadian Mist Sportster","003Y","80",".75L","9.9500","13.7000",
"38-454","Brown - Forman","Canadian Mist","003Y","80","1.75L","19.9500","28.7000",
"38-456","Brown - Forman","Canadian Mist","003Y","80",".75L","9.9500","13.7000",
"38-460","Brown - Forman","Canadian Mist","003Y","80",".375L","4.9000","6.7800",
"38-474","Majestic Distilling","Canadian Lake","003Y","80","1.75L","14.9500","23.7000",
"38-475","Majestic Distilling","Canadian Lake","003Y","80",".75L","7.2500","11.0000",
"38-488","Sazerac NA","Canadian LTD","003Y","80","1.75L","16.9500","25.7000",
"38-547","Sazerac","Rich & Rare Reserve Canadian","","80","1.75L","24.9500","33.7000",
"38-548","Sazerac","Rich & Rare Reserve Canadian","","80",".75L","12.9500","16.7000",
"38-550","Sazerac","Rich & Rare Canadian","003Y","80","1.75L","17.9500","26.7000",
"38-552","Sazerac","Rich & Rare Canadian","003Y","80",".75L","8.7500","12.5000",
"38-555","Sazerac","Rich & Rare Canadian","003Y","80",".375L","4.4000","6.2800",
"38-670","Heaven Hill","Harwood Canadian Carry Pk","","80",".75L","6.5000","10.2500",
"38-671","Heaven Hill","Harwood Canadian","","80","1.75L","16.5000","25.2500",
"38-673","Heaven Hill","Harwood Canadian","","80",".75L","6.5000","10.2500",
"38-769","Jim Beam Brands","Canadian Lord Calvert","003Y","80","1.75L","17.9500","26.7000",
"38-771","Jim Beam Brands","Canadian Lord Calvert","003Y","80",".75L","7.9500","11.7000",
"38-775","Jim Beam Brands","Canadian Lord Calvert","003Y","80",".375L","4.4500","6.3300",
"38-776","Jim Beam Brands","Canadian Lord Calvert TRV","003Y","80",".75L","7.9500","11.7000",
"39-024","Jim Beam Brands","Windsor Canadian Supreme","003Y","80","1.75L","16.9500","25.7000",
"39-045","Sazerac NA","Northern Light","003Y","80","1.75L","14.7500","23.5000",
"40-005","Pernod Ricard","Redbreast 12Y","012Y","80",".75L","48.9500","52.7000",
"40-009","Pernod Ricard","Redbreast 15Y","015Y","92",".75L","79.9500","83.7000",
"40-011","The Wine Group","Concannon Irish Whiskey","","80",".75L","19.9500","23.7000",
"40-112","Sidney Frank","Michael Collins Irish","","80",".75L","24.9500","28.7000",
"40-115","William Grant","Tullamore Dew","","80",".75L","24.9500","28.7000",
